20,29,692.59619140625,18,5,0.990234375,313.5107421875
20,29,687.73486328125,17,7,0.990234375,312.6357421875
1,31,675.36083984375,2,4,0.990234375,655.6220703125
23,28,669.1279296875,26,2,0.990234375,270.02734375
27,29,667.89697265625,25,4,0.990234375,132.6318359375
19,29,666.267578125,31,6,0.990234375,304.78759765625
19,29,660.46435546875,31,17,0.990234375,304.78759765625
1,31,659.4814453125,16,13,0.97021484375,362.8896484375
20,30,656.41455078125,16,7,0.990234375,315.4150390625
1,31,654.01708984375,2,8,0.990234375,655.6220703125
24,29,650.705078125,10,13,0.99072265625,227.00927734375
24,29,647.9560546875,6,15,0.990234375,218.49658203125
24,30,647.5908203125,6,4,0.990234375,218.49658203125
22,27,646.89111328125,21,26,0.990234375,297.54443359375
24,28,644.705078125,10,1,0.990234375,227.00927734375
19,27,637.10595703125,24,27,0.990234375,368.43994140625
24,29,634.17822265625,6,1,0.990234375,218.49658203125
1,31,630.99462890625,10,10,0.990234375,603.1005859375
24,30,629.86865234375,6,5,0.990234375,218.49658203125
1,31,629.67529296875,15,31,0.97021484375,407.6455078125
31,31,627.896484375,19,17,0.990234375,28.41845703125
24,29,626.08837890625,10,12,0.990234375,227.00927734375
26,29,625.58984375,24,14,0.9912109375,177.87255859375
20,29,623.7294921875,16,19,0.990234375,315.4150390625
24,31,618.89404296875,14,9,0.990234375,208.48583984375
24,27,616.14697265625,6,31,0.990234375,218.49658203125
20,27,612.1875,17,30,0.990234375,312.6357421875
28,28,610.53271484375,17,19,0.9912109375,113.6962890625
28,28,609.3330078125,14,12,0.99365234375,115.7177734375
24,26,607.53271484375,0,25,0.990234375,215.9599609375
29,29,606.4423828125,29,30,0.9931640625,79.46337890625
2,30,604.52001953125,30,8,0.97021484375,440.47509765625
3,28,604.091796875,22,28,0.97021484375,278.55615234375
20,29,602.0244140625,16,18,0.990234375,315.4150390625
24,27,601.734375,4,24,0.990234375,211.5322265625
31,31,598.6279296875,1,2,0.9921875,25.54931640625
3,28,598.34912109375,5,3,0.97021484375,411.02392578125
31,31,596.45947265625,12,15,0.9951171875,25.4697265625
31,31,595.1298828125,26,27,0.9921875,26.51953125
1,31,592.55322265625,16,11,0.97021484375,362.8896484375
26,26,588.1689453125,24,26,0.994140625,177.87255859375
21,27,583.92041015625,16,0,0.990234375,259.65283203125
31,31,582.72119140625,6,5,0.99267578125,26.49755859375
1,28,581.82470703125,17,16,0.97021484375,456.8837890625
29,29,581.5771484375,2,3,0.99267578125,83.20654296875
24,29,580.55078125,7,16,0.990234375,187.82861328125
2,31,578.91064453125,14,22,0.97021484375,331.177734375
21,27,578.099609375,16,2,0.990234375,259.65283203125
1,28,575.841796875,16,29,0.97021484375,362.8896484375
23,26,575.82861328125,2,5,0.990234375,226.02685546875
30,30,572.55517578125,31,28,0.99462890625,49.8291015625
25,27,571.82275390625,25,3,0.990234375,189.84814453125
17,25,570.98681640625,9,2,0.990234375,380.03515625
30,30,563.005859375,22,23,0.99267578125,46.02392578125
26,26,560.822265625,22,20,0.990234375,140.04931640625
24,26,557.8857421875,6,16,0.990234375,218.49658203125
25,25,555.6689453125,17,16,0.990234375,178.6982421875
20,27,550.75439453125,18,12,0.990234375,313.5107421875
23,25,550.41796875,26,27,0.990234375,270.02734375
20,25,548.6982421875,18,26,0.990234375,313.5107421875
31,31,544.56591796875,0,3,0.994140625,24.54736328125
19,24,542.8671875,29,5,0.990234375,308.6708984375
24,28,540.32568359375,9,4,0.990234375,209.37646484375
28,28,540.12890625,9,11,0.990234375,90.9326171875
29,29,539.08984375,2,0,0.990234375,83.20654296875
1,30,538.71044921875,17,16,0.97021484375,456.8837890625
20,25,538.28173828125,17,3,0.990234375,312.6357421875
1,29,537.74365234375,1,10,0.97021484375,482.810546875
2,28,537.37255859375,15,25,0.97021484375,285.255859375
1,31,536.99365234375,17,29,0.97021484375,456.8837890625
26,27,534.037109375,24,18,0.990234375,177.87255859375
28,28,534.0087890625,5,6,0.9912109375,88.1728515625
7,27,533.62109375,7,1,0.97021484375,214.08154296875
19,24,531.21923828125,24,11,0.990234375,368.43994140625
1,30,526.9013671875,19,0,0.97021484375,564.6591796875
20,26,526.326171875,19,7,0.990234375,293.07763671875
20,27,523.63037109375,16,13,0.990234375,315.4150390625
29,29,520.91796875,31,28,0.99365234375,81.0419921875
23,23,517.61181640625,1,11,0.990234375,224.2705078125
19,25,516.615234375,29,10,0.990234375,308.6708984375
26,27,516.52587890625,24,19,0.9921875,177.87255859375
20,26,516.328125,17,4,0.990234375,312.6357421875
31,31,516.205078125,25,24,0.994140625,24.4990234375
29,29,510.62548828125,24,25,0.99267578125,62.61181640625
23,25,510.4296875,2,0,0.990234375,226.02685546875
22,22,509.486328125,25,26,0.9951171875,284.4228515625
18,22,508.03662109375,6,23,0.990234375,394.04443359375
26,26,507.33349609375,2,1,0.990234375,175.49462890625
23,23,506.71826171875,3,10,0.990234375,237.9228515625
3,28,506.66357421875,21,31,0.97021484375,340.1240234375
2,28,505.84814453125,12,22,0.97021484375,458.533203125
24,24,505.67138671875,3,2,0.990234375,214.1865234375
22,24,504.59375,30,19,0.990234375,303.11279296875
1,31,504.34912109375,20,18,0.97021484375,205.61083984375
22,23,503.96533203125,3,4,0.990234375,291.91943359375
23,26,503.146484375,1,9,0.990234375,224.2705078125
7,28,499.97314453125,5,8,0.97021484375,173.2333984375
23,23,499.0009765625,21,23,0.9921875,267.5830078125
1,27,497.32568359375,5,17,0.97021484375,475.71337890625
28,28,497.21923828125,5,7,0.99462890625,88.1728515625
24,25,496.69189453125,6,24,0.990234375,218.49658203125
3,31,496.48974609375,8,28,0.97021484375,426.71923828125
1,30,492.7607421875,14,20,0.97021484375,503.92626953125
20,25,492.48828125,17,9,0.990234375,312.6357421875
2,27,490.48974609375,14,29,0.97021484375,331.177734375
3,25,489.85302734375,12,19,0.97021484375,256.04296875
20,26,487.29248046875,17,8,0.990234375,312.6357421875
2,30,483.52490234375,28,6,0.97021484375,521.2333984375
27,27,482.39794921875,14,15,0.990234375,111.64111328125
20,25,481.5986328125,17,8,0.990234375,312.6357421875
27,27,481.33984375,11,9,0.99365234375,121.611328125
1,26,480.986328125,15,17,0.97021484375,407.6455078125
23,26,479.33349609375,1,11,0.990234375,224.2705078125
1,30,477.5048828125,14,10,0.97021484375,503.92626953125
25,25,474.4296875,29,30,0.99462890625,160.9296875
23,23,474.10986328125,26,24,0.994140625,270.02734375
22,25,472.85595703125,5,1,0.990234375,238.09033203125
18,22,472.5966796875,6,20,0.990234375,394.04443359375
19,22,471.66357421875,24,22,0.990234375,368.43994140625
24,24,469.005859375,10,8,0.9951171875,227.00927734375
22,22,467.080078125,16,18,0.99072265625,210.21435546875
25,25,458.45751953125,29,31,0.994140625,160.9296875
19,21,455.72021484375,16,17,0.990234375,337.67529296875
29,29,455.244140625,21,23,0.9912109375,60.5732421875
23,24,454.44970703125,9,1,0.990234375,234.13427734375
20,22,454.36181640625,16,4,0.990234375,315.4150390625
25,25,453.3701171875,29,28,0.99560546875,160.9296875
1,26,449.53125,22,18,0.97021484375,499.49365234375
20,23,449.31298828125,16,0,0.990234375,315.4150390625
3,30,447.224609375,11,19,0.97021484375,331.6435546875
20,23,445.89013671875,13,7,0.990234375,349.97900390625
24,24,445.4970703125,15,12,0.9921875,182.69970703125
27,27,444.5595703125,8,10,0.9912109375,119.3515625
1,24,444.53271484375,22,21,0.97021484375,499.49365234375
1,27,443.56103515625,7,28,0.97021484375,547.6005859375
8,25,443.24267578125,13,11,0.97021484375,370.248046875
20,21,442.69287109375,17,18,0.990234375,312.6357421875
22,26,441.7841796875,6,6,0.99169921875,237.89404296875
19,21,440.734375,11,27,0.99072265625,383.39794921875
1,23,439.71142578125,24,15,0.97021484375,440.23486328125
29,29,439.27783203125,26,27,0.99560546875,36.080078125
17,20,435.1455078125,22,11,0.990234375,442.8955078125
24,24,434.3515625,14,13,0.99169921875,208.48583984375
22,22,432.7373046875,10,9,0.9912109375,219.7255859375
24,24,431.58642578125,28,31,0.994140625,167.31005859375
2,26,430.25439453125,19,28,0.97021484375,510.13427734375
18,19,428.015625,3,25,0.990234375,392.68310546875
25,25,422.68994140625,23,21,0.99365234375,138.67431640625
17,21,420.79638671875,9,23,0.990234375,380.03515625
18,18,415.6796875,29,17,0.990234375,417.453125
21,22,414.0625,16,7,0.990234375,259.65283203125
18,18,413.6591796875,28,31,0.990234375,364.34716796875
3,21,413.201171875,4,3,0.97021484375,408.94140625
4,23,412.21875,4,18,0.97021484375,351.99072265625
19,19,409.5205078125,24,28,0.99072265625,368.43994140625
19,19,407.552734375,23,22,0.990234375,389.314453125
19,19,406.509765625,21,20,0.99267578125,313.63671875
18,19,403.73388671875,21,27,0.99072265625,417.5888671875
21,21,396.94677734375,16,19,0.99560546875,259.65283203125
31,31,396.0556640625,19,16,0.990234375,28.41845703125
1,28,396.0078125,1,10,0.97021484375,482.810546875
23,23,394.6650390625,16,19,0.990234375,191.5458984375
2,30,393.44677734375,6,13,0.97021484375,635.41650390625
19,19,392.91064453125,0,1,0.9921875,322.78369140625
1,28,392.2294921875,6,21,0.97021484375,547.68115234375
21,21,390.8896484375,21,20,0.990234375,294.416015625
26,26,388.2646484375,22,23,0.99267578125,140.04931640625
19,19,387.77099609375,29,30,0.994140625,308.6708984375
2,20,387.7451171875,15,31,0.97021484375,285.255859375
1,26,387.7236328125,7,10,0.97021484375,547.6005859375
18,18,386.82373046875,28,30,0.99072265625,364.34716796875
26,26,386.404296875,22,21,0.99365234375,140.04931640625
20,20,384.5615234375,21,22,0.99267578125,297.912109375
1,31,382.16552734375,19,7,0.97021484375,564.6591796875
1,30,379.82080078125,6,17,0.97021484375,547.68115234375
27,27,378.68701171875,20,21,0.990234375,101.73095703125
27,28,375.62841796875,23,15,0.990234375,101.7109375
23,23,372.98828125,9,8,0.99658203125,234.13427734375
23,23,372.9306640625,16,17,0.99169921875,191.5458984375
17,17,371.46875,12,14,0.990234375,353.18115234375
22,22,371.2001953125,16,17,0.9931640625,210.21435546875
24,24,371.123046875,28,29,0.994140625,167.31005859375
12,16,370.7548828125,31,16,0.990234375,408.634765625
18,18,370.51708984375,6,5,0.990234375,394.04443359375
16,18,369.43701171875,18,1,0.990234375,380.5849609375
17,19,368.86083984375,10,4,0.9912109375,352.19189453125
19,19,368.4130859375,7,5,0.9912109375,276.9970703125
18,18,368.03662109375,15,13,0.990234375,293.14013671875
24,24,365.3603515625,28,30,0.99462890625,167.31005859375
16,17,365.31689453125,18,1,0.9921875,380.5849609375
17,17,360.24365234375,7,6,0.99072265625,366.640625
22,22,359.259765625,16,19,0.994140625,210.21435546875
26,31,359.16748046875,13,20,0.990234375,114.43994140625
1,28,358.16552734375,0,24,0.97021484375,512.21044921875
19,20,354.9208984375,6,5,0.99169921875,311.64990234375
1,20,351.40771484375,3,0,0.97021484375,518.13671875
17,20,349.845703125,9,6,0.99072265625,380.03515625
23,23,348.49853515625,28,30,0.99365234375,182.7470703125
21,21,347.43701171875,10,9,0.99072265625,235.671875
16,16,346.64306640625,2,3,0.9951171875,453.416015625
19,19,346.52001953125,24,26,0.9921875,368.43994140625
15,15,344.16455078125,16,18,0.99267578125,417.892578125
18,18,341.640625,26,27,0.994140625,296.0576171875
23,23,341.58740234375,28,29,0.994140625,182.7470703125
20,20,341.2109375,7,4,0.99658203125,251.4296875
17,17,338.0537109375,12,15,0.990234375,353.18115234375
19,19,338.04345703125,8,10,0.99365234375,273.36279296875
16,17,336.95166015625,18,2,0.99072265625,380.5849609375
1,20,335.98828125,6,10,0.97021484375,547.68115234375
16,16,331.1181640625,18,17,0.990234375,380.5849609375
20,20,330.88037109375,29,28,0.994140625,237.12939453125
14,31,325.7119140625,18,30,0.97021484375,328.84326171875
19,19,323.15869140625,19,18,0.994140625,274.6865234375
16,16,322.23828125,7,5,0.9921875,302.7578125
